Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,FEStatus
Public Class,1,1,2,1,13,0,7,5,1,10,0,1,3,20,3,21,128,0,1,4,16,365,41,183,44,118,141,89,122,37,85,7,3,8,7,3,1,73,0.77,41,31,43,27,HIGH
Public Class,1,1,1,1,7,0,7,0,1,16,0,0,2,18,3,18,18,2,4,0,12,181,20,147,53,98,14,89,114,52,62,3,3,3,1,1,1,73,0.1,24,24,24,18,HIGH
Public Class,2,2,3,1,22,1,19,1,2,21,0,0,1,10,2,10,10,0,1,1,8,246,26,204,49,149,21,98,137,50,87,10,10,18,5,2,2,66,0.1,25,25,34,14,HIGH
Public Class,7,4,7,4,34,7,26,0,1,16,0,7,0,36,1,43,143,1,0,0,42,1534,370,1139,172,877,25,439,613,144,469,42,13,42,32,3,3,79,0.02,310,189,328,179,HIGH
Public Class,1,1,1,1,92,7,81,4,1,8,0,0,1,10,3,10,24,0,0,0,10,946,78,820,44,786,54,768,781,42,739,1,1,1,1,4,1,90,0.07,10,10,10,10,HIGH
Public Class,2,2,2,1,10,0,9,0,1,9,0,0,1,7,2,7,38,0,1,0,6,144,17,114,52,72,13,66,89,48,41,7,7,8,1,3,3,76,0.11,14,14,15,7,HIGH
Class,1,1,1,1,13,0,7,6,1,3,0,0,0,6,0,6,38,0,0,0,6,106,12,46,14,27,54,20,32,13,19,5,5,5,1,5,2,0,1.17,11,11,11,6,HIGH
Public Abstract Class,3,3,3,3,8,0,8,0,2,5,2,0,0,3,0,3,19,0,0,0,3,38,5,27,4,17,6,9,19,4,15,7,7,7,7,3,2,0,0.22,9,9,9,9,HIGH
Public Class,3,3,4,1,13,0,13,0,1,3,0,1,1,6,1,7,7,0,2,0,5,133,14,95,20,67,24,49,75,21,54,17,17,23,6,2,7,50,0.25,26,26,32,12,HIGH
Private Class,1,1,1,1,5,0,5,0,1,4,0,0,0,3,0,3,3,0,0,0,3,20,3,17,7,8,0,8,12,6,6,2,2,2,1,2,1,0,0,4,4,4,3,HIGH
Public Class,4,4,5,2,17,0,16,1,2,13,0,0,6,24,13,24,24,0,4,0,20,483,30,411,86,319,47,219,330,87,243,23,23,25,11,1,5,87,0.11,110,110,122,50,HIGH
Public Class,5,5,5,3,25,0,25,0,2,10,0,0,0,2,1,2,2,0,0,0,2,66,3,52,16,36,11,24,35,14,21,9,9,9,6,1,3,0,0.21,10,10,10,7,HIGH
Public Class,11,11,13,1,73,5,60,7,1,22,0,4,1,5,22,9,9,0,4,0,5,703,70,563,92,419,70,422,523,98,425,52,52,64,5,2,3,70,0.12,103,103,122,16,HIGH
Public Class,7,7,7,2,31,0,26,4,2,18,0,14,0,6,2,20,20,1,5,0,14,692,21,537,116,406,138,298,440,126,314,32,32,34,8,1,8,82,0.26,141,141,153,41,HIGH
Public Class,2,2,2,1,11,0,11,0,1,10,3,0,0,6,0,6,15,0,0,3,3,82,6,71,25,53,5,65,79,26,53,6,6,6,1,3,1,0,0.07,13,13,13,6,HIGH
Public Class,2,1,2,1,12,0,10,1,1,26,0,0,4,36,15,36,80,0,0,0,36,704,96,532,113,314,76,285,379,124,255,11,11,13,1,2,7,89,0.14,72,69,75,36,HIGH
Class,1,1,1,1,7,0,5,2,1,3,0,0,0,10,8,10,10,10,0,0,0,114,12,63,26,25,39,25,36,19,17,2,2,2,1,1,0,80,0.62,11,11,11,10,HIGH
Public Class,1,1,2,1,10,1,8,0,2,7,0,0,10,18,3,18,18,0,13,1,4,260,54,164,51,106,42,84,119,50,69,8,8,9,3,1,2,92,0.26,34,34,36,22,HIGH
Public Class,3,3,3,1,21,1,16,4,2,13,0,0,1,7,0,7,227,0,3,0,4,186,19,115,22,85,53,50,76,23,53,12,12,14,1,6,5,85,0.46,23,23,26,7,HIGH
Class,1,1,2,1,6,1,5,0,2,4,0,0,0,2,1,2,2,0,0,0,2,18,4,14,4,7,0,7,11,4,7,2,2,3,1,1,1,0,0,3,3,4,2,HIGH
Private Class,4,4,4,2,39,3,34,2,1,4,0,0,0,2,1,2,2,1,0,0,1,81,6,72,13,63,5,55,65,15,50,7,7,7,3,2,1,50,0.07,8,8,8,4,HIGH
Public Abstract Class,2,2,2,1,11,0,9,1,1,13,2,0,0,15,8,15,59,0,0,1,14,202,28,147,45,81,27,75,107,48,59,6,6,9,3,2,4,84,0.18,31,31,36,20,HIGH
Public Class,3,3,3,1,16,0,12,4,1,14,0,1,5,37,12,38,38,28,0,1,9,794,87,499,120,339,209,261,378,120,258,25,25,32,15,1,4,88,0.42,115,115,134,70,HIGH
Public Class,4,4,4,1,15,0,12,3,1,5,0,0,0,7,2,7,7,0,1,0,6,189,19,134,19,77,36,52,91,20,71,10,10,10,7,1,1,42,0.27,32,32,34,13,HIGH
Public Abstract Class,2,2,2,1,11,0,10,1,2,18,2,0,6,32,17,32,32,0,1,10,21,433,57,332,73,196,45,193,254,85,169,6,6,10,3,2,2,89,0.14,60,60,67,31,HIGH
Public Class,2,2,2,1,15,2,10,3,2,8,0,0,1,4,0,4,4,0,0,0,4,75,14,44,12,29,19,20,31,10,21,7,7,7,4,1,2,75,0.43,10,10,10,7,HIGH
Public Abstract Class,2,2,2,1,17,2,9,5,2,14,4,0,1,40,7,40,72,0,0,7,33,802,149,385,81,233,268,177,260,81,179,16,11,16,4,3,2,95,0.7,100,82,100,42,HIGH
Public Class,3,3,4,1,20,1,16,3,2,2,0,2,0,6,4,8,8,0,1,0,7,191,22,134,32,90,37,67,96,30,66,19,19,24,1,1,4,75,0.28,29,29,35,8,HIGH
Public Class,3,3,3,2,18,1,14,2,1,11,0,0,0,5,2,5,45,0,0,0,5,398,39,263,67,184,99,132,192,66,126,5,5,5,5,3,3,70,0.38,17,17,17,13,HIGH
Public Abstract Class,1,1,1,1,5,0,4,0,2,6,1,0,0,6,0,6,6,0,0,0,6,52,12,32,7,11,9,11,18,7,11,1,1,1,1,1,0,0,0.28,6,6,6,6,HIGH
Public Class,1,1,2,1,18,1,11,5,1,1,0,0,1,2,0,2,3,0,0,0,2,53,5,26,7,18,22,17,21,6,15,2,2,3,1,2,1,50,0.85,3,3,4,2,HIGH
Private Class,5,5,7,1,22,0,21,0,1,5,0,0,8,8,4,8,8,0,6,0,2,209,17,184,38,139,8,108,149,39,110,19,19,28,5,2,2,67,0.04,43,43,57,12,HIGH
Public Class,1,1,1,1,12,2,7,1,2,11,0,0,0,3,0,3,8,0,0,0,3,46,10,25,9,17,11,11,15,6,9,1,1,1,1,3,0,0,0.44,3,3,3,3,HIGH
Public Class,10,7,11,2,44,1,40,3,2,28,0,6,0,23,4,29,29,0,25,0,4,1371,71,1206,111,940,103,666,884,110,774,126,72,139,25,1,6,68,0.09,299,214,328,71,HIGH
Public Class,3,3,3,1,11,0,11,0,1,4,0,0,0,6,2,6,33,0,0,3,3,121,13,108,36,75,1,62,92,36,56,7,7,10,3,2,2,75,0.01,19,19,23,8,HIGH
Public Class,4,3,5,2,21,4,16,0,1,15,1,2,2,39,3,41,127,0,0,0,41,952,233,676,104,479,44,256,395,89,306,29,14,33,11,2,4,92,0.07,204,155,222,104,HIGH
Public Class,1,1,1,1,11,0,6,5,1,5,0,0,3,5,4,5,5,4,0,0,1,109,16,39,14,22,54,23,31,14,17,3,3,3,1,1,1,62,1.38,7,7,7,5,HIGH
Public Class,2,2,2,1,10,0,7,1,2,30,0,1,1,87,25,88,88,1,7,0,80,1171,166,759,203,483,247,398,603,218,385,10,10,15,6,1,5,95,0.33,180,180,193,116,HIGH
Public Class,4,4,4,1,21,0,20,0,3,10,0,0,0,3,2,3,3,0,0,0,3,79,4,65,23,48,10,36,49,19,30,6,6,6,1,1,1,0,0.15,12,12,12,3,HIGH
Public Class,8,8,9,3,63,10,35,18,1,11,0,1,0,3,0,4,4,0,2,0,2,268,45,142,32,104,83,75,108,33,75,16,14,18,8,1,2,0,0.58,34,32,39,14,HIGH
Class,1,1,1,1,14,0,7,7,1,3,0,0,0,6,0,6,38,0,0,0,6,111,12,45,14,26,60,19,31,13,18,5,5,5,1,5,2,0,1.33,11,11,11,6,HIGH
Public Static Class,2,2,3,1,15,0,11,3,1,2,0,0,0,3,5,3,3,0,0,0,3,59,3,41,12,27,15,22,31,13,18,5,5,7,3,1,3,73,0.37,7,7,9,5,HIGH
Public Class,1,1,1,1,6,0,6,0,2,10,0,1,2,4,2,5,5,0,0,0,5,57,6,42,14,24,9,24,33,12,21,2,2,2,1,1,1,60,0.21,8,8,8,5,HIGH
Private Class,2,2,2,1,6,0,5,0,1,11,0,0,0,9,1,9,17,0,1,0,8,66,11,52,18,35,5,32,53,16,37,6,6,6,1,2,2,66,0.1,21,21,21,9,HIGH
Public Class,13,7,13,7,51,2,38,14,1,56,0,5,1,6,1,11,11,0,6,0,5,618,39,453,101,370,173,223,309,94,215,68,29,70,45,1,3,77,0.38,144,84,153,82,HIGH
Public Class,2,2,2,1,27,12,15,0,1,5,0,9,1,0,0,9,9,0,1,0,8,270,124,146,40,101,0,66,93,31,62,4,4,4,1,1,3,100,0,25,25,26,9,HIGH
Public Class,2,2,2,1,13,3,9,0,2,24,0,0,0,33,7,33,89,0,0,22,11,487,157,322,67,208,8,162,241,61,180,8,8,8,4,4,3,77,0.02,78,78,78,44,HIGH
Public Class,2,2,3,1,21,0,13,7,1,59,0,5,7,58,19,63,63,0,9,0,54,1515,144,868,196,605,503,422,608,174,434,17,17,21,12,1,5,94,0.58,178,178,191,100,HIGH
Public Class,5,3,5,2,11,0,11,0,3,8,0,1,0,486,38,487,487,0,353,0,134,6408,511,5797,679,4246,113,2738,4224,680,3544,127,17,127,17,1,16,97,0.02,2657,1712,2665,1227,HIGH
Public Class,8,8,9,1,60,8,41,11,1,40,0,0,20,26,3,26,26,0,19,0,7,1759,276,1096,259,815,414,542,769,235,534,37,37,40,5,1,6,88,0.38,230,226,252,30,HIGH
Public Class,1,1,1,1,11,0,10,0,2,29,0,1,0,20,10,21,99,2,2,5,12,284,38,229,63,143,17,137,172,67,105,3,3,3,1,4,2,87,0.07,31,31,32,21,HIGH
Public Class,2,2,2,1,10,0,8,1,2,14,0,0,0,9,2,9,13,0,2,0,7,109,11,80,21,49,18,41,60,22,38,8,8,8,1,3,2,55,0.23,18,18,18,9,HIGH
Static Class,1,1,1,1,17,3,9,6,1,7,0,0,1,4,1,4,8,4,0,0,0,81,21,43,11,27,25,18,25,11,14,3,3,3,1,2,2,50,0.58,6,6,6,4,HIGH
Public Generic Class,1,1,1,1,18,0,14,3,1,7,4,0,0,30,21,30,36,0,10,1,19,775,89,545,115,392,146,361,473,130,343,9,9,9,1,3,2,87,0.27,56,56,59,30,HIGH
Public Class,1,1,1,1,12,1,6,3,1,8,0,0,0,12,2,12,80,1,0,0,11,175,37,87,22,55,51,49,66,21,45,3,3,3,3,2,1,62,0.59,16,16,16,14,HIGH
Public Class,3,3,3,1,20,3,15,1,1,7,0,0,1,2,0,2,27,0,0,0,2,57,13,34,16,16,10,12,19,7,12,5,5,5,1,3,4,50,0.29,6,6,6,2,HIGH
Public Class,2,2,2,2,10,1,9,0,1,2,0,0,17,2,2,2,11,0,0,0,2,50,10,40,23,29,0,27,32,23,9,3,3,3,3,2,2,89,0,4,4,4,4,HIGH
Public Class,1,1,1,1,5,0,5,0,1,12,0,17,37,18,2,35,143,2,0,5,28,295,39,244,98,159,12,150,206,102,104,6,6,6,1,4,3,98,0.05,59,59,60,35,HIGH
Class,1,1,1,1,15,1,5,8,1,16,0,0,0,10,1,10,174,2,0,1,7,178,23,62,19,41,96,34,52,21,31,3,3,3,1,2,0,90,1.55,12,12,12,10,HIGH
Public Class,2,2,2,1,8,0,8,0,1,5,0,0,0,3,1,3,20,0,0,1,2,32,4,28,7,16,0,10,17,7,10,4,4,6,1,3,1,33,0,6,6,8,3,HIGH
Public Class,1,1,1,1,18,0,17,1,1,30,0,0,0,22,1,22,28,0,0,3,19,451,37,389,134,316,46,253,280,110,170,2,2,2,1,3,1,18,0.12,26,26,26,22,HIGH
Public Class,1,1,1,1,10,2,7,0,2,20,1,1,3,43,24,44,44,0,1,6,37,555,153,347,104,212,55,177,249,99,150,6,4,6,1,1,2,95,0.16,79,73,79,44,HIGH
Class,1,1,1,1,16,0,7,9,1,3,0,0,0,6,0,6,38,0,0,0,6,122,12,46,14,28,70,22,33,13,20,5,5,5,1,5,2,0,1.52,10,10,10,6,HIGH
Public Class,6,6,7,1,38,6,26,6,2,5,1,0,1,6,0,6,6,0,3,0,3,254,51,162,31,116,44,76,116,29,87,15,15,17,4,1,4,66,0.27,38,38,43,9,HIGH
Public Class,3,2,3,2,16,0,11,5,1,9,0,0,4,17,3,17,125,0,2,2,13,377,32,214,41,143,131,82,134,40,94,13,9,14,12,3,6,69,0.61,54,45,59,47,HIGH
Public Class,1,1,1,1,4,0,3,0,1,1,0,0,0,22,10,22,22,0,0,0,22,133,31,97,33,49,5,47,72,33,39,2,2,2,1,1,1,87,0.05,24,24,24,22,HIGH
Public Class,5,5,5,2,20,0,18,1,1,5,0,1,2,5,2,6,11,0,0,0,6,152,16,129,28,98,7,76,110,30,80,26,26,30,11,2,3,83,0.05,31,31,35,16,HIGH
Public Class,2,2,3,1,22,1,10,10,1,6,0,0,1,4,0,4,28,1,1,1,1,120,13,45,18,29,62,25,35,19,16,5,5,5,1,3,3,75,1.38,9,9,12,4,HIGH
Public Class,4,4,4,1,27,1,21,4,2,8,0,0,7,7,0,7,101,0,1,5,1,234,23,164,45,119,47,60,87,31,56,11,11,12,4,7,4,75,0.29,30,30,34,13,HIGH
Public Class,8,5,8,7,28,4,23,1,2,24,0,0,9,5,1,5,5,0,0,0,5,1501,257,1200,436,819,44,704,907,340,567,25,16,26,24,1,3,94,0.04,40,29,41,39,HIGH
Public Class,1,1,1,1,14,0,8,6,1,28,64,12,3,11,0,23,23,0,0,2,21,657,83,398,125,241,176,225,316,127,189,5,5,6,3,2,2,91,0.44,40,40,43,25,HIGH
Public Class,1,1,1,1,12,2,8,0,2,20,0,0,0,24,0,24,45,2,0,0,22,326,91,205,47,131,30,101,146,45,101,6,6,8,5,2,3,0,0.15,41,39,44,28,HIGH
Public Class,5,5,6,2,41,3,32,5,1,10,0,0,0,7,0,7,17,0,0,0,7,359,38,232,31,161,89,132,169,24,145,13,12,13,8,2,6,0,0.38,41,39,42,14,HIGH
Public Class,1,1,1,1,17,0,9,8,1,18,0,0,0,35,5,35,85,0,0,0,35,681,47,345,84,254,289,237,295,85,210,7,7,7,3,3,2,81,0.84,53,53,53,39,HIGH
Public Class,5,5,6,2,40,3,26,10,1,14,0,34,8,0,0,34,34,0,0,4,30,1578,191,939,288,736,455,562,751,266,485,38,38,45,17,1,6,97,0.48,191,188,211,80,HIGH
Public Class,1,1,1,1,13,1,11,0,3,4,0,0,1,10,4,10,10,0,1,0,9,172,27,121,26,66,24,64,80,26,54,4,4,4,1,2,2,64,0.2,15,15,16,10,HIGH
Public Class,3,3,3,1,36,5,25,6,1,14,0,0,2,11,0,11,24,0,2,0,9,441,83,283,88,224,83,182,222,78,144,13,13,15,6,3,5,72,0.29,40,40,42,16,HIGH
Public Class,5,5,5,1,44,9,32,3,2,47,0,7,38,22,8,29,38,0,21,0,8,1585,373,1090,287,722,144,619,758,296,462,23,20,23,3,3,9,94,0.13,150,147,165,31,HIGH
Public Class,4,4,4,1,22,0,22,0,1,13,0,0,0,5,0,5,14,0,3,0,2,123,5,112,31,90,7,112,134,32,102,12,12,12,1,3,3,0,0.06,21,21,21,5,HIGH
Public Class,5,5,5,3,19,0,16,2,3,18,0,2,24,32,13,34,34,0,3,0,31,861,60,712,170,543,89,400,582,162,420,50,49,68,36,2,5,93,0.13,171,170,198,112,HIGH
Static Class,3,3,4,1,16,0,15,1,1,14,0,0,0,18,7,18,18,6,5,1,6,334,18,279,67,200,37,166,233,78,155,10,10,12,5,1,4,69,0.13,67,67,73,32,HIGH
Public Class,6,6,7,3,33,0,25,8,1,54,0,1,13,59,16,60,60,6,4,0,50,2579,126,1756,434,1324,699,1014,1468,477,991,41,41,44,15,1,10,94,0.4,403,399,434,193,HIGH
Public Class,2,1,2,1,10,2,7,0,1,22,0,0,0,20,11,20,217,3,0,0,17,278,72,172,36,104,34,87,123,38,85,11,9,11,1,4,2,89,0.2,41,35,41,20,HIGH
Public Class,2,2,2,1,11,0,10,0,1,22,0,0,1,18,5,18,96,0,3,0,15,523,64,428,119,253,31,237,329,140,189,8,8,8,4,4,5,78,0.07,43,42,44,21,HIGH
Public Class,2,2,3,1,16,0,8,7,6,52,1,5,7,204,27,209,382,0,9,8,192,3941,351,1997,463,1265,1609,771,1302,429,873,24,19,27,19,5,4,97,0.81,558,541,665,304,HIGH
Public Class,2,2,2,1,13,0,12,0,1,8,0,0,0,18,16,18,43,0,1,0,17,293,36,239,31,158,18,129,169,30,139,10,10,10,3,2,2,79,0.08,45,45,48,22,HIGH
Public Class,3,3,3,2,14,3,11,0,2,15,0,0,0,18,3,18,18,0,0,0,18,296,78,207,45,128,11,102,160,49,111,26,26,26,19,1,5,64,0.05,57,57,57,44,HIGH
Class,7,7,8,1,45,7,36,1,1,7,0,0,0,18,3,18,37,15,1,0,2,897,170,656,92,510,71,274,401,84,317,54,54,68,6,2,6,57,0.11,126,126,149,27,HIGH
Public Class,3,3,3,1,27,4,15,8,1,14,0,0,0,5,4,5,21,0,2,0,3,159,30,81,24,54,48,40,58,20,38,9,9,9,5,2,3,50,0.59,17,17,18,9,HIGH
Public Class,19,19,25,3,80,8,70,3,1,11,0,4,2,3,7,7,37,0,3,0,4,2572,349,2170,404,1671,67,1175,1595,417,1178,98,98,136,9,3,9,88,0.03,137,137,181,27,HIGH
Public Class,2,2,2,1,12,0,9,2,1,23,0,38,29,1,1,39,39,11,6,0,22,640,71,478,113,324,139,240,343,109,234,23,23,27,13,1,4,96,0.29,92,92,97,66,HIGH
Public Class,2,1,2,1,16,3,11,2,2,22,0,0,0,26,2,26,47,4,0,0,22,472,119,291,60,195,62,145,206,59,147,5,5,6,4,2,3,92,0.21,53,51,54,29,HIGH
Public Static Class,2,2,3,2,14,1,13,0,1,9,0,0,0,2,0,2,19,0,0,0,2,33,4,29,11,20,0,16,23,11,12,4,4,6,4,2,2,0,0,5,5,7,5,HIGH
Public Class,8,7,9,1,61,5,43,14,1,23,0,3,2,6,2,9,9,0,7,0,2,588,65,395,68,318,145,234,305,66,239,26,23,29,6,1,4,80,0.37,77,70,85,17,HIGH
Public Class,2,2,3,2,13,0,10,3,1,9,0,0,0,12,3,12,151,0,0,3,9,184,13,125,35,85,46,65,99,35,64,12,12,15,12,2,3,72,0.37,32,32,36,25,HIGH
Public Class,4,3,4,3,19,4,14,0,1,23,0,1,1,41,9,42,123,30,0,1,11,903,226,639,92,425,39,285,427,99,328,22,14,22,11,2,6,85,0.06,187,143,198,130,HIGH
Public Class,1,1,1,1,12,0,7,4,1,8,0,0,0,12,4,12,12,0,0,2,10,195,25,90,23,36,83,30,48,22,26,6,6,6,1,1,3,70,0.92,17,17,17,12,HIGH
Public Class,4,4,5,2,22,1,16,4,2,3,1,0,0,9,2,9,9,0,0,0,9,257,27,169,42,116,62,87,131,47,84,14,14,17,5,1,4,55,0.37,41,41,48,21,HIGH
Public Class,1,1,1,1,15,0,4,10,1,4,0,15,0,1,0,16,16,0,1,0,15,264,17,73,24,39,174,39,64,24,40,9,9,9,1,1,1,0,2.38,24,24,24,16,HIGH
Public Class,4,4,4,1,26,3,16,7,1,13,0,0,0,7,6,7,32,0,0,0,7,279,40,126,28,79,121,55,84,20,64,12,12,13,1,2,2,71,0.96,28,28,30,7,HIGH
Public Class,2,2,2,1,13,0,9,3,2,10,0,0,17,34,1,34,89,0,3,0,31,524,70,349,96,243,148,208,276,92,184,23,23,25,1,3,5,94,0.42,69,69,73,34,HIGH
Abstract Class,3,3,3,1,11,0,11,0,1,4,2,0,2,4,2,4,9,1,0,1,2,57,5,52,14,32,0,29,35,14,21,7,6,7,3,2,1,37,0,15,13,15,6,HIGH
Public Generic Class,3,3,4,1,27,1,19,6,1,1,0,0,0,5,5,5,23,0,1,0,4,160,15,106,25,72,40,59,79,23,56,12,12,15,4,3,4,48,0.38,19,19,22,8,HIGH
Private Static Class,2,2,2,1,15,0,10,5,1,18,0,0,0,7,1,7,7,0,3,0,4,125,11,74,16,43,40,29,49,17,32,5,5,5,5,1,2,28,0.54,18,18,18,13,HIGH
Public Class,4,4,4,1,32,3,23,5,1,9,0,2,0,25,13,27,49,0,9,3,15,947,138,644,96,412,165,305,422,105,317,29,23,32,9,3,8,91,0.26,117,110,123,43,HIGH
Public Class,1,1,1,1,7,0,6,1,3,6,0,0,15,19,0,19,87,0,2,0,17,211,37,140,47,94,49,78,106,46,60,8,8,8,3,4,2,91,0.35,33,28,33,21,HIGH
Public Abstract Generic Class,3,3,4,2,19,3,15,0,2,20,2,0,2,9,2,9,9,0,2,0,7,150,35,106,47,68,9,59,81,39,42,10,10,12,9,1,3,70,0.08,23,23,25,16,HIGH
Public Class,3,3,4,1,26,1,15,9,1,20,0,4,55,11,0,15,15,2,7,0,6,553,55,291,105,219,213,174,229,102,127,11,11,11,7,1,4,97,0.73,54,54,63,29,HIGH
Public Class,1,1,1,1,6,1,5,0,2,7,0,3,3,11,3,14,14,0,0,0,14,145,34,103,29,55,8,42,64,29,35,5,5,5,5,1,3,90,0.08,21,21,21,21,HIGH
Public Class,16,16,19,6,106,17,68,20,1,37,0,0,2,5,4,5,31,0,2,0,3,551,95,350,47,274,108,180,260,47,213,60,60,69,18,3,4,56,0.31,80,80,96,32,HIGH
Public Class,1,1,1,1,6,0,5,1,1,7,0,0,0,7,0,7,22,0,1,0,6,64,11,42,13,17,11,19,29,14,15,3,3,3,1,2,2,0,0.26,9,9,9,7,HIGH
Public Static Class,4,4,4,2,24,5,18,0,1,11,1,0,0,11,8,11,29,1,2,3,5,291,73,209,35,146,9,88,131,31,100,14,13,17,8,2,4,79,0.04,45,44,54,26,HIGH
Public Class,5,5,5,1,28,4,22,1,1,9,0,0,1,6,1,6,14,0,0,2,4,208,38,140,21,100,30,68,101,25,76,10,10,10,3,2,3,50,0.21,33,33,33,8,HIGH
Public Class,2,2,2,1,26,3,12,9,2,32,4,2,1,75,25,77,77,9,6,14,48,2333,384,1025,202,688,926,544,724,193,531,19,11,19,4,1,5,94,0.9,206,189,221,100,HIGH
Public Abstract Class,2,2,2,1,17,0,8,9,1,19,5,21,62,50,15,71,71,6,2,5,58,1517,115,627,220,431,776,377,531,239,292,15,15,20,9,1,4,98,1.24,143,143,169,90,HIGH
Public Abstract Class,1,1,1,1,7,0,3,3,1,5,3,0,0,15,4,15,30,0,0,1,14,164,27,64,20,35,73,26,48,20,28,7,7,7,1,2,1,85,1.14,21,21,21,15,HIGH
Class,1,1,1,1,4,0,3,0,1,6,0,0,0,17,0,17,49,1,0,0,16,112,26,68,26,32,18,31,53,26,27,2,2,2,1,2,1,0,0.26,21,21,21,17,HIGH
Public Class,2,2,3,2,45,8,21,15,1,26,0,0,0,5,3,5,21,0,2,0,3,253,50,112,29,86,93,57,75,25,50,8,8,9,6,2,1,60,0.83,14,14,16,10,HIGH
Public Class,2,2,2,1,12,0,11,0,2,14,0,0,0,17,4,17,17,0,8,0,9,226,19,198,50,131,9,100,143,50,93,9,9,10,6,1,4,64,0.05,46,46,47,29,MEDIUM
Public Class,4,4,5,2,23,0,20,2,1,18,0,0,4,8,12,8,8,0,1,0,7,221,10,184,42,131,27,109,148,42,106,15,15,18,11,1,4,77,0.15,38,38,41,18,MEDIUM
Class,7,7,8,2,48,4,35,9,2,37,0,0,5,15,9,15,15,0,11,0,4,961,147,599,132,456,216,270,383,102,281,24,24,26,7,1,3,84,0.36,110,110,128,40,MEDIUM
Public Class,4,4,4,1,29,2,17,9,1,12,0,0,0,12,2,12,55,0,0,0,12,423,50,216,40,156,163,132,185,47,138,18,18,18,4,3,3,58,0.75,51,51,54,17,MEDIUM
Public Class,3,3,3,1,38,6,28,3,2,21,0,0,2,14,24,14,17,0,4,4,6,598,116,427,85,333,60,243,299,74,225,21,21,21,9,3,5,80,0.14,54,54,55,26,MEDIUM
Static Class,4,4,6,1,28,2,22,2,1,55,0,0,15,38,4,38,73,1,14,0,23,1286,171,980,302,699,137,394,580,207,373,31,31,61,6,2,8,91,0.14,164,164,252,57,MEDIUM
Public Class,1,1,1,1,7,0,7,0,1,9,0,0,0,2,0,2,5,0,0,0,2,29,2,16,7,10,11,10,13,7,6,1,1,1,1,3,0,0,0.69,2,2,2,2,MEDIUM
Class,2,2,3,1,15,2,12,0,1,2,0,0,0,3,0,3,3,0,0,0,3,49,9,38,11,27,2,23,32,11,21,6,6,7,1,2,2,0,0.05,8,8,9,3,MEDIUM
Public Class,1,1,2,1,11,0,10,0,1,21,0,0,4,27,6,27,71,1,1,0,25,629,100,482,96,319,47,291,368,97,271,10,10,10,1,2,2,77,0.1,53,53,55,27,MEDIUM
Public Class,2,2,2,1,27,5,21,0,1,15,0,0,4,4,0,4,27,0,0,0,4,150,29,96,37,76,25,69,83,37,46,4,4,5,1,3,2,100,0.26,9,9,10,4,MEDIUM
Public Class,2,2,3,1,14,1,11,1,1,21,0,4,1,12,9,16,16,2,3,0,11,360,67,249,72,169,45,129,193,73,120,16,16,18,5,1,3,83,0.18,47,47,53,22,MEDIUM
Public Class,2,2,3,2,12,0,10,1,1,11,0,0,0,10,0,10,89,0,0,2,8,171,14,114,38,70,43,53,80,33,47,7,7,10,7,5,2,0,0.38,25,25,30,22,MEDIUM
Public Class,1,1,1,1,10,0,9,0,2,54,0,0,0,46,12,46,46,6,7,0,33,727,82,592,185,354,55,295,429,183,246,7,7,7,3,1,5,90,0.09,91,88,91,48,MEDIUM
Public Class,2,2,2,1,12,0,11,1,2,6,0,0,1,8,1,8,91,0,0,2,6,127,16,94,18,66,20,52,76,16,60,10,10,10,6,2,3,62,0.21,23,23,23,13,MEDIUM
Public Class,3,3,3,1,16,0,15,0,1,21,0,0,1,12,12,12,34,0,1,3,8,222,20,196,39,127,6,106,143,39,104,7,7,8,1,3,2,76,0.03,36,36,38,12,MEDIUM
Public Class,7,7,7,1,66,9,41,15,1,5,0,4,49,1,0,5,5,0,4,0,1,465,80,283,96,222,103,184,219,73,146,21,21,22,3,1,2,71,0.36,35,35,37,7,MEDIUM
Public Class,4,4,4,1,46,7,31,7,1,7,0,0,0,2,0,2,50,0,0,0,2,119,19,65,17,54,35,41,49,14,35,7,7,7,1,4,2,0,0.54,8,8,8,2,MEDIUM
Public Class,6,6,8,2,36,1,29,5,1,21,0,1,1,14,0,15,36,0,9,1,5,585,38,447,99,322,102,176,274,75,199,43,43,60,16,3,6,93,0.23,97,97,127,33,MEDIUM
Public Class,4,4,4,2,31,4,24,3,1,12,0,0,0,4,3,4,22,0,0,2,2,151,30,104,16,48,24,41,58,17,41,14,14,14,7,2,5,75,0.23,17,17,17,10,MEDIUM
