Results	Entity	Line	Column	CheckID	Check Name
                Comment/Code Ratio too low (0%)	AddEofFilter.AddEofFilter	708		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (8%)	AddEofFilter.read	712		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AddTabFilter.AddTabFilter	760		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (2%)	AddTabFilter.read	765		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	CrLf.resolve	976		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	MaskJavaTabLiteralsFilter.MaskJavaTabLiteralsFilter	515		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	MaskJavaTabLiteralsFilter.editsBlocked	520		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (17%)	MaskJavaTabLiteralsFilter.read	524		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	NormalizeEolFilter.NormalizeEolFilter	630		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (12%)	NormalizeEolFilter.read	636		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	RemoveEofFilter.RemoveEofFilter	731		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	RemoveTabFilter.RemoveTabFilter	838		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	RemoveTabFilter.read	844		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.SimpleFilterReader	409		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.push	413		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.push	417		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.push	428		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.push	434		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.push	438		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.read	450		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.close	454		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.reset	458		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.markSupported	462		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.ready	466		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.mark	470		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.skip	474		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	SimpleFilterReader.read	478		METRIC_02	Program Unit Comment to Code Ratio
                Complexity(6) greater than allowed(5)	FixCrLfFilter.initInternalFilters	259	17	METRIC_03	Program Unit Cyclomatic Complexity
                Complexity(14) greater than allowed(5)	AddTabFilter.read	765	19	METRIC_03	Program Unit Cyclomatic Complexity
                Complexity(21) greater than allowed(5)	MaskJavaTabLiteralsFilter.read	524	19	METRIC_03	Program Unit Cyclomatic Complexity
                Complexity(15) greater than allowed(5)	NormalizeEolFilter.read	636	19	METRIC_03	Program Unit Cyclomatic Complexity
                Complexity(6) greater than allowed(5)	RemoveTabFilter.read	844	19	METRIC_03	Program Unit Cyclomatic Complexity
                Max Length(60) Exceeded: 66 lines.	AddTabFilter.read	765		METRIC_04	Program Unit Max Length
                Max Length(60) Exceeded: 95 lines.	MaskJavaTabLiteralsFilter.read	524		METRIC_04	Program Unit Max Length
                Max Length(60) Exceeded: 67 lines.	NormalizeEolFilter.read	636		METRIC_04	Program Unit Max Length
                Violation: function "org.apache.tools.ant.filters.FixCrLfFilter.NormalizeEolFilter.read" is directly recursive, which is unsafe.	NormalizeEolFilter.read	694	31	AC_01	No direct or indirect recursion allowed.
                Violation: function "org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader.push" is directly recursive, which is unsafe.	SimpleFilterReader.push	424	16	AC_01	No direct or indirect recursion allowed.
                Violation: function "org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader.editsBlocked" is directly recursive, which is unsafe.	SimpleFilterReader.editsBlocked	447	81	AC_01	No direct or indirect recursion allowed.
              HeadFilter.java					
                Fixed Value(0) used incorrectly	HeadFilter.linesRead	46	29	JAVA_01	Magic Numbers - Java
                Fixed Value(10) used incorrectly	HeadFilter.DEFAULT_NUM_LINES	49	49	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	HeadFilter.skip	55	24	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	HeadFilter.linePos	63	34	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	length	107	48	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	HeadFilter.line	110	24	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	HeadFilter.eof	114	24	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	HeadFilter.linePos	116	22	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	189	25	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	HeadFilter.skip	207	19	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	HeadFilter.lines	213	20	JAVA_01	Magic Numbers - Java
                No exit point in method	HeadFilter.HeadFilter	73	11	JAVA_03	Single exit point at end
                No exit point in method	HeadFilter.HeadFilter	83	11	JAVA_03	Single exit point at end
                Multiple exit points from method	HeadFilter.headFilter	205	19	JAVA_03	Single exit point at end
                Multiple exit points from method	HeadFilter.read	101	15	JAVA_03	Single exit point at end
                Violation: HeadFilter.read defined but not called.	HeadFilter.read	101	15	JAVA_04	Unused Methods
                Complexity(6) greater than allowed(5)	HeadFilter.read	101	15	METRIC_03	Program Unit Cyclomatic Complexity
              LineContains.java					
                Fixed Value(1) used incorrectly	ch	104	18	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	charAt	107	29	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	length	108	33	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	substring	111	38	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	118	29	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	containsStr	120	59	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	206	25	JAVA_01	Magic Numbers - Java
                No exit point in method	LineContains.LineContains	74	11	JAVA_03	Single exit point at end
                No exit point in method	LineContains.LineContains	84	11	JAVA_03	Single exit point at end
                Multiple exit points from method	LineContains.read	98	15	JAVA_03	Single exit point at end
                Violation: LineContains.addConfiguredContains defined but not called.	LineContains.addConfiguredContains	139	16	JAVA_04	Unused Methods
                Calling too many functions (12)	LineContains.read	98	15	METRIC_00	Program Unit Call Count
                Complexity(8) greater than allowed(5)	LineContains.read	98	15	METRIC_03	Program Unit Cyclomatic Complexity
                Violation: function "org.apache.tools.ant.filters.LineContains.read" is directly recursive, which is unsafe.	LineContains.read	127	23	AC_01	No direct or indirect recursion allowed.
              LineContainsRegExp.java					
                Fixed Value(1) used incorrectly	ch	108	18	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	charAt	111	29	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	length	112	33	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	substring	115	38	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	122	29	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	227	25	JAVA_01	Magic Numbers - Java
                No exit point in method	LineContainsRegExp.LineContainsRegExp	77	11	JAVA_03	Single exit point at end
                No exit point in method	LineContainsRegExp.LineContainsRegExp	87	11	JAVA_03	Single exit point at end
                Multiple exit points from method	LineContainsRegExp.read	102	15	JAVA_03	Single exit point at end
                Calling too many functions (14)	LineContainsRegExp.read	102	15	METRIC_00	Program Unit Call Count
                Calling too many functions (10)	LineContainsRegExp.initialize	224	17	METRIC_00	Program Unit Call Count
                Complexity(8) greater than allowed(5)	LineContainsRegExp.read	102	15	METRIC_03	Program Unit Cyclomatic Complexity
                Complexity(6) greater than allowed(5)	LineContainsRegExp.initialize	224	17	METRIC_03	Program Unit Cyclomatic Complexity
                Violation: function "org.apache.tools.ant.filters.LineContainsRegExp.read" is directly recursive, which is unsafe.	LineContainsRegExp.read	133	23	AC_01	No direct or indirect recursion allowed.
              PrefixLines.java					
                Fixed Value(1) used incorrectly	ch	86	18	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	length	88	57	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	charAt	93	35	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	substring	94	46	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	length	95	39	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ch	101	22	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	155	25	JAVA_01	Magic Numbers - Java
                No exit point in method	PrefixLines.PrefixLines	54	11	JAVA_03	Single exit point at end
                No exit point in method	PrefixLines.PrefixLines	64	11	JAVA_03	Single exit point at end
                Multiple exit points from method	PrefixLines.read	80	15	JAVA_03	Single exit point at end
                Calling too many functions (8)	PrefixLines.read	80	15	METRIC_00	Program Unit Call Count
                Complexity(7) greater than allowed(5)	PrefixLines.read	80	15	METRIC_03	Program Unit Cyclomatic Complexity
                Violation: function "org.apache.tools.ant.filters.PrefixLines.read" is directly recursive, which is unsafe.	PrefixLines.read	106	23	AC_01	No direct or indirect recursion allowed.
              ReplaceTokens.java					
                Fixed Value(1) used incorrectly	ReplaceTokens.replaceIndex	67	32	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ReplaceTokens.queueIndex	70	30	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ReplaceTokens.queueIndex	101	27	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ReplaceTokens.queueIndex	104	30	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ReplaceTokens.replaceIndex	128	29	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ReplaceTokens.replaceIndex	131	32	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ch	142	27	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ch	149	23	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	length	156	42	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	ReplaceTokens.queueIndex	159	34	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	length	163	45	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	length	167	47	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	ReplaceTokens.replaceIndex	169	39	JAVA_01	Magic Numbers - Java
